date,temperature_c,humidity_percent,wind_speed_kmph,pressure_hpa,cloud_cover_percent,dew_point_c,visibility_km,rainfall_mm
2028-06-01,19.09,74.93,39.91,991.4,33.26,27.63,3.52,3.67
2028-06-02,43.94,87.31,6.36,1016.82,72.57,14.89,6.91,2.95
2028-06-03,25.09,53.19,19.8,1024.36,57.98,19.1,5.86,1.76
2028-06-04,22.16,81.43,13.57,991.54,14.57,27.31,4.81,8.58
2028-06-05,11.76,23.24,14.58,982.53,31.03,29.85,7.06,0.52
2028-06-06,11.85,29.83,6.16,1016.7,22.14,29.23,4.74,2.57
2028-06-07,34.22,36.25,40.29,1007.91,39.03,22.95,8.39,3.08
2028-06-08,26.03,52.16,0.46,1023.19,51.6,8.58,7.57,3.24
2028-06-09,17.93,87.66,15.63,991.35,50.68,5.58,5.87,4.22
2028-06-10,31.49,47.7,8.72,983.2,75.45,25.63,8.89,2.82
2028-06-11,18.85,72.37,29.45,1002.16,18.92,26.02,8.46,1.19
2028-06-12,30.22,76.75,12.71,983.85,94.65,23.66,5.79,7.78
2028-06-13,22.57,66.89,12.95,991.78,34.28,12.0,1.62,4.29
2028-06-14,38.82,48.58,24.42,985.67,30.02,21.0,6.09,7.81
2028-06-15,38.72,66.16,32.63,990.09,68.52,12.91,4.2,1.29
2028-06-16,26.71,47.38,6.07,984.78,80.55,16.27,5.86,4.05
2028-06-17,22.28,26.71,8.78,1022.93,37.85,14.56,6.82,5.01
2028-06-18,22.69,99.42,12.36,992.54,74.68,27.84,6.8,1.93
2028-06-19,38.2,30.17,48.69,999.98,88.37,10.85,7.06,6.69
2028-06-20,21.49,25.79,19.86,1020.44,76.68,19.44,7.11,0.01
2028-06-21,17.32,90.28,29.95,1010.48,3.42,14.02,1.98,3.61
2028-06-22,12.96,44.15,12.08,1007.81,82.74,21.58,2.73,3.8
2028-06-23,26.33,72.02,24.52,1011.75,77.45,19.11,6.67,3.05
2028-06-24,26.87,46.32,3.71,1017.3,66.93,28.1,4.67,3.98
2028-06-25,39.43,51.32,1.74,1019.5,76.0,7.54,7.87,0.73
2028-06-26,17.74,40.97,23.44,1008.92,97.94,10.52,2.12,4.62
2028-06-27,23.33,47.44,19.93,1020.05,43.11,24.16,2.72,1.64
2028-06-28,38.29,52.86,6.84,1004.09,6.72,14.22,6.03,2.41
2028-06-29,38.83,77.63,34.38,992.48,46.09,9.14,5.51,1.62
2028-06-30,23.46,60.92,49.65,1019.6,4.64,17.58,3.4,2.57
2028-07-01,26.07,95.49,19.78,1004.37,29.43,21.3,4.68,3.89
2028-07-02,20.62,23.35,31.23,1020.78,58.69,6.12,1.31,7.29
2028-07-03,42.64,60.25,48.15,981.81,30.96,12.29,1.33,2.64
2028-07-04,14.15,66.74,41.58,997.89,68.54,25.24,1.85,1.56
2028-07-05,42.68,93.62,23.18,1022.65,82.2,18.01,6.19,2.68
2028-07-06,33.94,23.93,36.87,991.23,42.04,5.88,8.77,4.67
2028-07-07,28.61,65.88,6.41,1022.37,90.01,12.05,3.34,1.7
2028-07-08,11.14,88.29,25.61,1022.93,7.98,20.98,1.31,2.14
2028-07-09,26.65,39.35,13.95,1019.7,84.01,9.98,7.38,3.31
2028-07-10,24.27,90.1,8.06,1005.37,82.86,25.68,8.7,1.39
2028-07-11,15.64,21.52,21.31,1009.11,32.2,21.91,2.24,0.94
2028-07-12,32.97,78.6,6.55,1019.13,29.87,16.78,4.47,0.61
2028-07-13,43.99,94.65,34.95,1014.92,30.51,27.89,2.43,1.74
2028-07-14,29.68,72.58,22.81,1008.35,81.14,14.8,1.96,0.2
2028-07-15,35.02,55.12,26.56,1024.2,83.17,10.88,6.83,3.5
2028-07-16,12.4,23.59,7.32,1010.86,32.97,21.54,9.71,0.77
2028-07-17,24.62,93.61,6.99,1023.9,59.26,19.33,7.1,1.9
2028-07-18,14.07,57.62,29.17,982.58,13.89,13.38,9.86,1.25
2028-07-19,31.45,22.32,49.25,986.25,46.88,13.59,4.91,3.98
2028-07-20,42.85,75.19,4.81,1000.32,99.88,14.96,9.08,7.6
2028-07-21,33.16,58.55,14.29,997.32,15.88,12.28,2.85,4.01
2028-07-22,12.69,29.95,43.47,1015.22,94.76,22.76,2.06,3.13
2028-07-23,22.41,37.14,3.61,987.23,82.43,21.28,7.32,4.42
2028-07-24,29.27,25.16,43.79,1023.92,97.22,16.02,4.34,0.12
2028-07-25,24.11,65.94,26.21,994.18,17.96,14.95,3.86,0.52
2028-07-26,39.18,69.76,20.41,999.3,21.35,14.13,7.04,0.4
2028-07-27,38.51,60.46,15.48,992.36,1.69,12.09,4.0,0.41
2028-07-28,31.41,85.37,14.86,1006.07,72.47,7.14,6.15,1.21
2028-07-29,23.07,88.88,15.29,982.64,64.41,11.71,3.7,3.04
2028-07-30,18.94,69.25,44.24,986.74,17.81,13.03,8.05,0.49
2028-07-31,13.71,21.02,36.19,1013.56,79.11,18.69,3.81,10.94
2028-08-01,22.42,75.62,33.49,988.39,29.92,24.34,5.81,7.7
2028-08-02,24.46,53.44,39.94,990.6,13.5,14.89,1.21,14.25
2028-08-03,33.65,65.24,12.86,1015.68,42.26,28.62,8.13,0.17
2028-08-04,33.04,71.93,30.9,984.2,9.1,25.68,6.58,7.63
2028-08-05,12.45,48.02,23.0,999.69,26.32,29.62,2.73,6.51
2028-08-06,23.83,93.37,39.12,981.04,37.13,26.91,2.94,9.3
2028-08-07,16.36,30.72,15.46,995.61,85.19,20.42,3.36,3.0
2028-08-08,15.49,73.72,32.16,1011.45,79.25,19.96,6.19,6.2
2028-08-09,38.96,20.35,44.11,984.05,44.28,8.24,5.93,0.21
2028-08-10,11.47,93.97,20.11,1019.98,72.46,23.06,3.46,0.32
2028-08-11,24.67,29.0,3.33,1020.93,56.86,20.01,7.25,0.5
2028-08-12,15.89,27.59,25.8,984.72,34.08,17.67,9.0,9.85
2028-08-13,40.78,46.64,17.3,1024.58,72.59,22.33,1.39,0.25
2028-08-14,29.5,49.89,33.61,993.39,68.35,16.1,4.75,0.42
2028-08-15,18.1,37.14,47.55,983.78,61.91,18.1,6.34,10.66
2028-08-16,27.58,66.81,24.28,980.23,61.8,14.96,6.28,0.45
2028-08-17,35.6,55.43,23.31,998.38,68.3,22.93,1.18,8.15
2028-08-18,43.53,22.73,32.73,1008.34,38.45,26.92,2.9,6.23
2028-08-19,17.72,45.57,5.17,994.95,86.91,26.02,1.56,0.16
2028-08-20,41.02,84.83,12.68,1017.65,16.23,24.65,6.12,0.09
2028-08-21,42.7,75.18,45.95,1012.25,88.39,5.34,6.81,3.06
2028-08-22,42.07,77.99,33.5,995.76,34.23,27.8,2.44,23.48
2028-08-23,32.24,75.85,0.67,1013.04,12.5,11.87,4.0,8.44
2028-08-24,32.04,44.88,10.23,1022.32,60.0,27.2,3.97,1.48
2028-08-25,24.11,27.97,34.14,984.19,37.6,9.92,8.38,1.95
2028-08-26,36.33,41.8,38.22,993.77,81.55,15.99,2.75,1.96
2028-08-27,28.6,86.54,41.99,1000.85,43.08,23.73,5.93,5.3
2028-08-28,33.71,98.44,14.61,1002.41,66.86,21.01,8.05,1.67
2028-08-29,25.0,59.51,46.55,1004.4,30.83,15.4,8.47,0.64
2028-08-30,35.6,20.78,27.65,993.53,20.95,21.97,7.0,5.5
2028-08-31,38.86,31.2,34.83,1010.03,38.8,18.72,3.7,2.45
2028-09-01,15.13,45.77,29.84,1009.03,60.68,11.89,8.41,0.32
2028-09-02,39.15,66.29,6.14,1006.0,65.69,21.16,7.68,6.24
2028-09-03,28.91,26.01,48.16,985.12,57.82,10.11,7.34,3.52
2028-09-04,39.56,95.47,6.14,1001.46,98.81,22.35,1.61,2.69
2028-09-05,25.1,49.21,12.74,996.03,69.11,5.08,1.39,4.48
2028-09-06,23.27,93.01,40.68,1002.1,93.15,18.72,7.26,2.82
2028-09-07,42.03,82.44,30.93,1021.48,11.79,15.03,9.5,4.18
2028-09-08,18.79,80.43,41.91,1001.62,6.14,12.58,7.96,8.08
2028-09-09,39.55,68.54,25.79,980.63,31.1,17.89,8.48,3.8
2028-09-10,26.94,70.14,18.85,999.75,13.66,21.13,5.9,4.31
2028-09-11,27.99,71.04,46.09,1016.93,52.59,29.13,3.74,3.81
2028-09-12,20.8,70.3,1.81,1015.1,51.9,25.83,7.1,3.03
2028-09-13,30.06,64.3,42.81,1003.1,57.5,22.93,7.41,0.75
2028-09-14,21.38,98.91,11.54,991.24,74.52,16.97,7.08,1.64
2028-09-15,11.37,78.58,42.44,1000.93,97.13,14.8,9.52,4.73
2028-09-16,19.52,82.16,6.96,1005.37,87.83,5.81,4.3,2.22
2028-09-17,10.22,89.8,29.01,1024.99,11.84,13.98,1.36,2.08
2028-09-18,44.24,37.25,44.41,1008.99,33.85,26.21,9.18,5.7
2028-09-19,43.8,26.7,23.68,1011.24,25.58,14.6,2.44,0.02
2028-09-20,23.83,58.63,37.33,1002.12,17.68,16.54,7.28,4.55
2028-09-21,35.49,61.13,40.23,995.95,54.47,11.8,8.86,2.69
2028-09-22,22.1,86.33,36.82,1016.58,55.33,11.85,3.79,1.89
2028-09-23,33.49,55.5,46.27,1002.27,22.72,6.55,8.47,1.67
2028-09-24,38.19,65.67,22.34,1024.76,71.19,20.35,3.99,0.76
2028-09-25,43.14,62.17,8.66,1000.57,73.29,16.2,8.15,1.63
2028-09-26,24.01,23.06,2.39,983.06,2.1,20.15,1.63,1.99
2028-09-27,37.42,69.22,12.32,1010.72,39.58,18.67,6.9,2.3
2028-09-28,19.31,86.24,7.16,982.1,89.01,24.97,7.09,4.46
2028-09-29,44.66,32.6,27.9,991.27,52.03,23.78,5.42,2.42
2028-09-30,10.9,67.55,9.25,995.92,34.76,24.29,7.18,6.36
2028-10-01,31.12,67.49,1.95,1013.28,25.37,17.48,9.31,4.08
2028-10-02,33.08,33.13,1.8,1002.24,24.34,13.85,7.6,0.84
2028-10-03,34.08,29.88,41.58,981.29,9.98,28.34,9.65,1.3
2028-10-04,14.21,98.4,29.57,1007.76,81.72,6.36,5.04,0.33
2028-10-05,42.85,51.5,17.9,998.51,8.67,8.82,5.75,11.65
2028-10-06,16.34,38.19,44.71,1021.48,29.23,15.49,3.37,8.71
2028-10-07,31.8,33.71,3.51,1002.48,4.57,20.35,9.87,0.35
2028-10-08,17.79,73.41,49.02,1011.9,78.14,5.21,1.5,3.41
2028-10-09,20.75,68.76,30.81,989.85,3.93,22.98,4.23,12.92
2028-10-10,29.13,71.48,9.17,1014.24,30.83,18.97,3.68,5.5
2028-10-11,24.6,27.04,33.95,1012.44,57.33,17.12,4.48,2.71
2028-10-12,15.61,91.48,38.17,1020.68,40.96,15.59,9.26,1.1
2028-10-13,15.98,51.14,21.47,981.52,28.23,17.99,4.31,1.31
2028-10-14,24.64,45.07,43.08,1000.14,27.52,9.04,9.25,5.33
2028-10-15,36.5,56.99,7.54,1010.56,79.78,7.72,4.81,6.07
2028-10-16,41.43,51.21,13.94,984.28,97.4,12.24,8.69,3.01
2028-10-17,12.94,89.09,4.67,998.48,34.8,22.74,5.7,0.52
2028-10-18,23.76,94.34,10.54,1022.4,3.91,19.71,3.8,10.86
2028-10-19,13.51,44.28,11.94,999.62,3.66,17.0,5.04,7.45
2028-10-20,10.58,89.11,45.88,1024.34,75.92,19.29,4.82,0.61
2028-10-21,33.16,82.52,3.91,982.56,55.24,18.98,3.34,0.23
2028-10-22,31.09,94.46,21.37,1012.3,78.36,12.68,3.61,3.07
2028-10-23,15.71,39.66,26.62,1006.15,69.75,7.44,2.68,1.34
2028-10-24,18.18,66.16,44.93,1002.52,90.75,27.42,4.02,1.33
2028-10-25,10.83,41.96,49.88,1023.69,88.58,20.0,6.62,0.37
2028-10-26,39.22,85.93,37.67,985.83,78.83,22.44,4.48,12.26
2028-10-27,44.11,20.43,48.54,1020.32,47.52,16.6,7.41,7.09
2028-10-28,14.74,65.19,39.36,1011.11,30.81,23.91,9.88,0.48
2028-10-29,18.1,47.14,48.16,991.65,50.7,19.61,4.39,8.37
2028-10-30,40.39,45.81,35.36,1020.58,50.21,6.35,5.16,4.59
2028-10-31,42.43,71.59,3.99,999.32,61.03,27.25,2.48,1.57
2028-11-01,24.69,88.12,20.1,1016.64,18.61,12.64,4.53,8.2
2028-11-02,11.77,68.74,32.33,997.5,65.56,8.45,7.54,3.65
2028-11-03,11.38,88.25,17.54,1018.29,45.66,7.2,2.96,7.55
2028-11-04,30.09,41.17,13.67,1008.65,62.02,23.01,2.64,2.53
2028-11-05,23.75,61.56,28.87,986.35,23.96,22.6,4.39,2.78
2028-11-06,11.0,56.04,46.68,1009.23,43.44,22.5,8.37,1.38
2028-11-07,30.41,20.93,1.75,988.61,21.02,27.89,6.61,1.96
2028-11-08,10.4,64.54,38.46,998.54,87.53,13.72,9.62,3.36
2028-11-09,37.56,72.92,36.14,987.66,48.8,19.03,9.14,11.75
2028-11-10,20.73,67.35,48.2,980.99,22.5,20.49,2.36,3.67
2028-11-11,11.41,78.9,46.54,989.53,4.12,29.49,1.38,0.64
2028-11-12,30.59,65.71,38.11,1004.14,67.57,12.81,4.59,0.03
2028-11-13,23.92,25.34,26.02,1001.67,21.46,28.91,5.7,7.61
2028-11-14,44.08,29.32,10.21,1002.57,98.96,8.72,5.64,1.81
2028-11-15,29.05,67.72,27.26,991.15,53.37,24.1,2.21,1.51
2028-11-16,19.63,42.0,38.27,1010.83,28.9,20.82,2.12,6.45
2028-11-17,34.83,26.37,44.78,1011.69,65.77,25.42,1.42,11.63
2028-11-18,19.5,54.37,39.49,996.11,27.52,5.72,8.66,5.51
2028-11-19,41.65,64.35,9.76,1019.65,82.03,6.95,9.53,0.76
2028-11-20,23.12,46.3,29.98,1008.98,30.82,6.74,2.04,1.99
2028-11-21,29.25,77.63,16.61,1012.09,98.82,19.82,2.92,5.7
2028-11-22,11.77,71.5,0.46,992.48,60.51,20.07,1.81,9.5
2028-11-23,24.91,46.63,10.01,980.03,84.44,27.65,8.9,26.29
2028-11-24,39.13,80.39,5.66,1018.94,7.28,16.69,9.63,2.87
2028-11-25,38.2,71.9,42.14,1017.01,34.83,6.7,3.36,6.92
2028-11-26,17.85,71.0,12.93,985.54,73.75,10.24,3.73,0.19
2028-11-27,17.91,64.27,14.23,996.83,65.51,5.2,4.26,1.35
2028-11-28,38.61,20.91,48.0,1009.76,19.42,24.42,5.52,1.86
2028-11-29,42.56,75.72,18.95,1009.34,35.62,25.39,7.14,14.84
2028-11-30,13.34,50.08,0.48,1018.72,26.34,29.95,5.54,0.01
2028-12-01,25.75,95.41,14.19,986.31,61.34,15.3,9.56,1.47
2028-12-02,21.81,85.44,5.96,999.35,34.46,5.48,1.9,10.66
2028-12-03,40.47,67.02,5.14,984.38,30.91,10.87,8.19,1.47
2028-12-04,12.92,40.17,3.87,997.53,20.74,19.69,4.01,1.02
2028-12-05,17.39,36.3,29.66,980.68,40.9,29.05,4.4,5.24
2028-12-06,36.34,47.23,9.47,1020.42,19.55,7.59,7.38,5.47
2028-12-07,11.8,58.13,18.06,1003.72,96.26,8.04,9.36,2.56
2028-12-08,27.24,43.69,43.1,1018.24,15.45,22.54,7.45,11.74
2028-12-09,25.47,61.19,21.22,982.7,91.33,21.68,7.98,0.91
2028-12-10,21.7,33.23,45.78,990.24,42.85,11.26,7.76,9.79
2028-12-11,23.81,98.22,24.9,991.67,37.79,25.33,3.89,5.63
2028-12-12,28.55,28.63,19.94,997.4,23.13,8.22,7.81,1.84
2028-12-13,15.65,94.56,37.52,1016.13,63.58,28.14,8.06,6.58
2028-12-14,30.02,93.09,3.66,997.4,68.55,10.03,5.8,0.57
2028-12-15,38.19,62.03,4.47,989.21,46.76,7.03,5.83,0.56
2028-12-16,36.61,77.99,32.6,982.92,5.57,13.49,7.84,10.63
2028-12-17,15.39,54.88,24.35,983.58,91.85,9.7,8.35,0.4
2028-12-18,15.22,70.4,39.52,1014.2,98.03,18.17,4.03,0.02
2028-12-19,19.39,47.25,45.81,1000.02,43.1,22.17,8.21,1.97
2028-12-20,22.64,44.09,19.42,1012.68,61.37,17.27,8.33,0.44
2028-12-21,24.3,66.26,29.82,1010.7,45.03,21.52,3.11,7.95
2028-12-22,33.79,59.85,25.03,986.09,32.19,14.12,7.45,10.24
2028-12-23,11.98,66.36,49.08,986.43,7.73,5.7,2.68,2.63
2028-12-24,11.21,42.93,41.55,1013.99,45.61,29.35,1.84,2.22
2028-12-25,23.72,49.36,45.59,1012.46,81.84,25.49,6.17,3.1
2028-12-26,34.4,26.71,12.72,997.01,1.7,6.84,9.18,1.03
2028-12-27,16.77,24.18,38.63,983.48,58.21,16.23,1.32,1.42
2028-12-28,32.45,40.28,13.27,980.54,88.08,20.88,8.44,0.43
2028-12-29,19.09,25.94,10.44,992.97,21.75,9.76,5.56,2.37
2028-12-30,41.01,28.3,47.21,980.42,18.33,19.45,8.75,3.78
2028-12-31,41.35,85.03,0.97,990.35,77.23,18.34,8.59,10.65
2029-01-01,20.41,23.11,48.27,998.88,25.51,10.21,8.88,5.37
2029-01-02,18.05,72.72,7.46,985.46,19.2,8.53,7.92,5.14
2029-01-03,24.4,41.8,40.97,984.69,37.8,23.97,8.59,1.47
2029-01-04,18.42,89.72,13.8,1020.34,39.25,13.06,2.58,8.77
2029-01-05,33.53,58.8,17.54,1006.35,87.41,11.1,3.73,11.75
2029-01-06,38.91,44.45,10.84,1022.05,61.84,23.45,3.18,10.77
2029-01-07,33.56,61.41,29.28,995.56,40.6,23.4,7.68,0.16
2029-01-08,38.85,50.56,17.4,1010.47,53.44,11.91,2.38,3.71
2029-01-09,23.89,65.14,32.87,989.21,95.4,26.81,2.64,4.12
2029-01-10,15.47,29.16,0.78,1007.83,11.32,22.21,8.91,1.4
2029-01-11,35.83,99.76,3.22,985.83,20.77,13.64,7.35,19.52
2029-01-12,22.62,54.04,4.98,980.09,96.25,15.69,8.88,1.38
2029-01-13,33.49,47.86,20.95,1021.92,95.73,23.17,2.25,0.98
2029-01-14,19.47,76.82,40.74,1004.97,17.72,10.29,4.59,2.65
2029-01-15,12.84,49.11,44.41,1021.71,14.51,16.72,3.55,1.56
2029-01-16,44.74,86.66,12.24,995.02,42.11,21.34,1.09,10.31
2029-01-17,15.47,56.34,28.72,994.75,4.97,18.49,3.56,2.32
2029-01-18,44.59,77.56,38.42,998.03,65.49,20.21,4.42,2.11
2029-01-19,44.2,28.6,14.44,1011.77,7.75,18.66,1.83,3.93
2029-01-20,37.78,87.69,20.45,1005.46,5.8,9.98,6.1,0.34
2029-01-21,33.08,78.86,26.2,1021.64,48.52,15.26,4.45,5.65
2029-01-22,30.22,36.94,6.74,981.14,95.78,18.3,1.42,5.85
2029-01-23,40.31,31.62,1.3,1011.87,42.68,24.5,7.34,2.57
2029-01-24,20.13,45.3,7.64,994.86,35.65,21.35,7.56,12.47
2029-01-25,26.37,98.09,31.34,988.11,99.8,15.66,8.51,3.46
2029-01-26,31.68,40.55,3.68,1002.97,53.2,29.36,5.37,4.75
2029-01-27,24.39,56.49,9.48,1002.73,37.52,7.69,9.72,10.33
2029-01-28,24.96,22.4,16.89,986.17,38.59,10.17,9.23,4.39
2029-01-29,21.56,51.78,3.89,989.09,19.5,13.53,5.96,2.26
2029-01-30,29.75,65.71,9.58,998.37,51.22,10.71,5.0,0.1
2029-01-31,39.77,96.25,45.56,998.4,43.89,20.64,1.03,5.21
2029-02-01,17.05,61.34,0.96,994.29,27.08,5.99,7.4,13.39
2029-02-02,42.71,85.53,32.67,986.68,16.05,9.44,6.08,2.54
2029-02-03,34.12,63.77,19.22,980.2,31.12,12.33,9.44,1.66
2029-02-04,38.81,23.26,33.63,1023.66,50.87,22.08,6.35,2.93
2029-02-05,29.47,45.2,29.43,1022.46,5.83,26.9,9.94,5.21
2029-02-06,37.28,66.04,11.17,1001.76,15.37,24.96,8.68,0.0
2029-02-07,10.57,96.05,42.36,1024.78,94.77,9.55,9.58,8.73
2029-02-08,38.64,88.73,24.6,1010.31,54.29,19.14,3.95,8.7
2029-02-09,11.4,38.27,41.13,983.1,6.34,5.75,2.34,3.12
2029-02-10,41.15,37.61,20.3,985.3,69.31,12.76,8.17,0.52
2029-02-11,44.72,36.09,49.23,1021.22,6.18,25.15,8.08,4.46
2029-02-12,20.29,93.8,38.52,1008.35,73.89,16.42,2.9,0.59
2029-02-13,17.36,88.21,48.3,1017.94,75.0,8.75,7.88,2.83
2029-02-14,36.79,81.99,25.72,1020.42,65.11,15.96,6.24,0.39
2029-02-15,18.86,51.42,23.68,1000.16,73.22,9.95,1.99,3.56
2029-02-16,40.29,60.35,37.77,982.18,8.8,14.83,5.52,1.53
2029-02-17,13.6,57.15,44.01,988.47,72.68,17.2,9.38,7.11
2029-02-18,14.41,40.27,48.21,983.0,13.67,13.74,5.56,6.44
2029-02-19,44.27,60.4,16.23,988.49,33.95,28.42,8.1,25.94
2029-02-20,33.58,22.44,39.94,998.47,94.27,19.06,1.26,1.19
2029-02-21,39.64,30.54,10.53,985.32,50.29,26.07,7.55,0.26
2029-02-22,21.35,90.93,27.28,987.5,96.74,24.02,9.52,2.34
2029-02-23,33.68,80.13,8.99,1000.06,8.89,21.53,5.5,0.35
2029-02-24,30.8,53.83,17.37,995.31,47.76,17.42,4.04,0.79
2029-02-25,31.11,61.37,46.57,1001.04,6.24,5.05,6.82,3.64
2029-02-26,33.89,49.6,7.3,999.31,63.02,20.34,9.25,3.59
2029-02-27,30.14,79.26,31.62,1009.0,7.87,13.9,2.59,0.18
2029-02-28,25.02,82.73,29.65,1022.17,17.54,7.94,4.63,2.34
2029-03-01,19.66,81.06,6.04,984.85,25.88,16.12,2.41,3.02
2029-03-02,36.9,77.81,16.3,984.47,74.87,23.39,5.47,1.25
2029-03-03,17.92,36.36,28.15,1018.38,16.4,29.04,5.86,8.22
2029-03-04,34.23,47.04,9.36,1002.79,84.66,14.35,9.5,0.7
2029-03-05,18.17,57.59,40.03,1014.49,13.19,18.57,4.71,1.17
2029-03-06,31.89,46.46,48.61,989.69,3.52,26.28,6.1,0.68
2029-03-07,36.15,80.4,10.74,1017.3,39.5,13.35,8.97,0.5
2029-03-08,17.65,46.35,9.35,1021.57,97.94,8.56,3.89,8.45
2029-03-09,12.1,31.06,22.75,1008.6,11.03,12.05,7.07,1.3
2029-03-10,14.58,51.92,37.39,984.76,10.17,27.48,7.81,5.13
2029-03-11,31.21,98.39,14.08,1020.29,75.12,8.98,3.97,2.23
2029-03-12,39.73,38.07,0.99,1015.66,31.22,13.23,2.48,4.04
2029-03-13,11.57,68.97,27.06,1013.79,71.73,16.62,5.53,10.53
2029-03-14,35.7,54.64,47.83,981.65,20.0,26.18,4.21,7.45
2029-03-15,21.95,25.68,19.56,1015.95,46.01,28.44,3.4,0.29
2029-03-16,26.75,59.03,21.01,986.21,26.53,15.65,9.76,7.46
2029-03-17,42.51,76.17,48.45,990.01,45.15,28.3,5.52,2.4
2029-03-18,21.62,61.06,34.73,1005.97,76.91,9.04,8.71,1.72
2029-03-19,26.29,89.77,35.96,991.92,76.2,8.92,2.76,4.46
2029-03-20,10.48,43.11,28.14,1009.76,51.58,28.73,9.45,12.0
2029-03-21,12.86,26.9,48.73,1007.36,92.84,17.74,8.15,0.4
2029-03-22,19.05,94.93,34.44,984.87,26.38,9.65,8.28,5.85
2029-03-23,10.97,50.26,44.75,1009.52,24.03,17.2,4.51,0.91
2029-03-24,32.1,66.11,34.97,1021.58,61.38,24.58,5.37,1.91
2029-03-25,24.92,83.36,36.76,987.25,62.13,25.67,6.34,8.28
2029-03-26,29.19,45.95,14.52,1006.87,4.65,26.6,8.11,3.16
2029-03-27,16.11,77.29,15.17,995.38,60.78,19.24,8.64,0.28
2029-03-28,20.36,30.83,39.15,1000.68,37.44,26.67,1.7,2.84
2029-03-29,33.23,43.3,14.84,992.92,74.74,17.75,9.14,6.24
2029-03-30,43.79,31.58,28.14,995.94,80.81,20.18,9.44,3.01
2029-03-31,11.76,84.9,12.47,981.3,55.22,23.97,6.34,0.73
2029-04-01,41.16,37.81,40.85,1024.17,0.17,15.64,2.68,2.36
2029-04-02,30.19,77.39,5.53,1008.12,63.64,6.84,8.37,10.33
2029-04-03,29.74,95.46,41.47,1002.53,74.89,13.75,5.94,4.29
2029-04-04,27.51,62.22,30.14,997.27,24.9,20.6,8.35,5.24
2029-04-05,12.43,63.2,9.35,1004.27,46.46,9.81,8.33,6.17
2029-04-06,13.15,56.88,27.1,997.1,96.57,8.71,1.78,0.38
2029-04-07,31.03,46.07,14.12,996.2,29.81,12.33,6.46,3.48
2029-04-08,21.93,58.05,16.17,1000.88,22.32,5.8,5.35,1.89
2029-04-09,42.1,68.22,17.58,992.42,21.09,23.59,9.52,0.6
2029-04-10,24.23,98.88,3.17,988.1,55.88,11.47,3.67,0.91
2029-04-11,15.01,95.02,49.3,1005.05,94.98,8.11,2.85,6.08
2029-04-12,35.02,88.97,1.58,1017.92,60.87,22.48,9.07,0.7
2029-04-13,20.27,91.13,33.12,986.88,30.33,26.07,2.34,1.5
2029-04-14,28.39,57.43,18.56,981.47,63.86,5.5,7.18,1.34
2029-04-15,34.42,72.6,32.3,991.11,62.48,10.84,3.7,0.2
2029-04-16,41.51,91.61,17.81,1024.09,59.69,28.63,6.11,2.48
2029-04-17,37.73,51.44,33.69,1017.29,15.94,14.63,6.55,5.81
2029-04-18,33.67,96.94,36.46,1006.81,63.46,28.46,4.76,0.09
2029-04-19,33.79,53.26,34.53,1021.82,43.02,11.86,9.77,0.48
2029-04-20,43.11,68.09,5.7,1000.04,1.86,10.45,2.19,5.09
2029-04-21,20.35,76.78,32.84,1024.25,53.98,10.35,4.52,3.6
2029-04-22,10.04,96.05,14.0,993.33,98.93,7.13,4.87,5.02
2029-04-23,19.52,39.57,1.44,990.81,34.97,27.41,6.68,1.05
2029-04-24,17.63,79.69,20.74,1008.71,96.56,29.5,4.67,6.51
2029-04-25,33.16,61.67,21.68,997.02,9.62,28.86,1.87,2.61
2029-04-26,32.18,41.48,23.36,1008.19,73.25,26.3,9.53,3.77
2029-04-27,30.77,82.13,35.24,993.72,11.43,26.17,4.74,0.39
2029-04-28,10.57,64.18,15.44,1007.81,27.36,21.53,4.08,0.92
2029-04-29,35.51,72.88,15.76,992.41,57.08,25.66,5.02,5.94
2029-04-30,21.32,45.83,3.03,982.29,59.28,10.21,2.95,1.01
2029-05-01,33.28,58.5,34.34,1021.05,77.52,14.7,1.9,0.39
2029-05-02,29.48,69.39,28.39,1019.74,61.53,21.02,2.34,3.64
2029-05-03,22.0,52.39,17.47,1023.69,59.36,26.87,2.5,3.18
2029-05-04,14.71,35.87,35.26,1012.24,91.24,21.51,2.78,3.74
2029-05-05,13.3,96.93,26.87,1010.72,45.22,25.98,4.78,3.85
2029-05-06,39.1,60.92,23.46,1005.16,22.53,16.85,6.62,2.77
2029-05-07,42.14,78.71,25.57,985.67,16.18,22.93,6.66,2.72
2029-05-08,32.74,52.88,31.82,988.52,40.0,29.5,1.0,10.32
2029-05-09,13.62,48.41,33.0,993.03,71.28,8.84,9.29,3.05
2029-05-10,24.07,52.57,14.45,1020.06,4.25,28.17,8.41,3.84
2029-05-11,35.51,52.74,7.04,987.78,12.91,18.06,9.68,1.24
2029-05-12,37.29,63.53,7.83,1021.53,10.61,21.08,4.24,8.19
2029-05-13,14.14,63.48,31.97,1003.53,58.53,26.95,6.98,0.1
2029-05-14,10.0,59.77,43.64,1012.2,24.29,15.24,2.51,3.26
2029-05-15,34.92,30.78,20.47,984.96,16.63,15.47,8.35,1.94
2029-05-16,22.48,59.69,8.48,992.11,59.28,18.18,2.45,3.7
2029-05-17,18.91,33.53,37.83,1023.13,76.13,5.48,3.93,1.79
2029-05-18,10.45,30.09,41.62,991.98,33.22,17.42,5.42,5.06
